timestamp,run_type,provider,model,raw_prompt,enhanced_prompt,final_prompt,source_language,style,size,technical_ok,scoring_ok,scoring_error,clip_score,clip_threshold,clip_q,aesthetic_score,aesthetic_threshold,aesthetic_r,calibration_window_size,calibrated_at,retries,approved,output_dir,image_path,metadata_path
20260327_113425,image_generation,google,gemini-3.1-flash-image-preview,A majestic lion standing on a rock in the African savannah at sunset,"A majestic lion standing on a rock in the African savannah at sunset anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.","A majestic lion standing on a rock in the African savannah at sunset anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.",en,anime,1024x1024,True,True,,0.3231716454029083,0.2856234014034271,0.1,6.958312034606934,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260327_113425
20260327_172838,image_generation,OpenAI,GPT-Image-1-Mini,amazon forest trekking,"amazon forest trekking photorealistic, natural lighting, high detail, sharp focus Negative: blurry, logo, low resolution, text, watermark.","amazon forest trekking photorealistic, natural lighting, high detail, sharp focus Negative: blurry, logo, low resolution, text, watermark.. Fix issues noted: Technical validation OK. CLIP=0.271 | Aesthetic=7.50. Clear composition, high detail, strong semantic alignment, high visual quality.",en,neutral,1024x1024,True,True,,0.2793123722076416,0.2856234014034271,0.1,7.485111236572266,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,1,True,exports/images/run_20260327_172838
20260327_174951,image_generation,OpenAI,GPT-Image-1-Mini,Trekking in Grand canyon during sunrise,"Trekking in Grand canyon during sunrise anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.","Trekking in Grand canyon during sunrise anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.",en,anime,1024x1024,True,True,,0.33512765169143677,0.2856234014034271,0.1,8.198185920715332,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260327_174951
20260327_211005,image_generation,OpenAI,GPT-Image-1-Mini,A mystical castle on a mountain above the clouds surrounded by flying dragons,"A mystical castle on a mountain above the clouds surrounded by flying dragons anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.","A mystical castle on a mountain above the clouds surrounded by flying dragons anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.",en,Anime,1024x1024,True,True,,0.32938069105148315,0.2856234014034271,0.1,7.623344421386719,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260327_211005
20260327_211728,image_generation,OpenAI,GPT-Image-1-Mini,A mystical castle on a mountain above the clouds surrounded by flying dragons,"A mystical castle on a mountain above the clouds surrounded by flying dragons anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.","A mystical castle on a mountain above the clouds surrounded by flying dragons anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.",en,Anime,1024x1024,True,True,,0.3134445250034332,0.2856234014034271,0.1,6.880596160888672,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260327_211728
20260327_225031,image_generation,OpenAI,GPT-Image-1-Mini,cinque terre during sunset,"cinque terre during sunset anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.","cinque terre during sunset anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.",en,Anime,1024x1024,True,True,,0.3507908284664154,0.2856234014034271,0.1,7.685253143310547,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260327_225031
20260327_233059,image_generation,OpenAI,GPT-Image-1-Mini,Naples city with Mount vesuvius visible during sunset,"Naples city with Mount vesuvius visible during sunset anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.","Naples city with Mount vesuvius visible during sunset anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.",en,Anime,1024x1024,True,True,,0.32790234684944153,0.2856234014034271,0.1,8.004716873168945,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260327_233059
20260328_003416,image_generation,OpenAI,GPT-Image-1-Mini,mount kilimanjaro with animal migration visible,"mount kilimanjaro with animal migration visible anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.","mount kilimanjaro with animal migration visible anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.",en,Anime,1024x1024,True,True,,0.32975637912750244,0.2856234014034271,0.1,7.032285690307617,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260328_003416
20260328_115007,image_generation,OpenAI,GPT-Image-1-Mini,skiing in alps mountains,"skiing in alps mountains anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.","skiing in alps mountains anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.",en,Anime,1536x1024,True,True,,0.33728286623954773,0.2856234014034271,0.1,7.4818525314331055,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260328_115007
20260328_160004,image_generation,OpenAI,GPT-Image-1-Mini,2 persons bike ride along sea side road,"2 persons bike ride along sea side road anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.","2 persons bike ride along sea side road anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.",en,Anime,1536x1024,True,True,,0.3345334231853485,0.2856234014034271,0.1,7.600757598876953,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260328_160004
20260328_165603,image_generation,OpenAI,GPT-Image-1-Mini,Tom & jerry kids version running around garden,"Tom & jerry kids version running around garden anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.","Tom & jerry kids version running around garden anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.",en,Anime,1536x1024,True,True,,0.3048868179321289,0.2856234014034271,0.1,6.771317005157471,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260328_165603
20260328_175542,image_generation,OpenAI,GPT-Image-1-Mini,tokyo revengers takemichihanagaki fight with manjiro sano,"tokyo revengers takemichihanagaki fight with manjiro sano anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.","tokyo revengers takemichihanagaki fight with manjiro sano anime style, clean linework, vibrant colors, studio quality Negative: logo, text, watermark.. Must include: manjiro sano. Fix issues noted: Technical validation OK. CLIP=0.250 | Aesthetic=6.79. Clear composition, high detail, strong semantic alignment, high visual quality.",en,Anime,1024x1024,True,True,,0.26081326603889465,0.2856234014034271,0.1,6.730423927307129,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,1,True,exports/images/run_20260328_175542
20260328_181805,image_generation,OpenAI,GPT-Image-1-Mini,mclaren senna,"mclaren senna Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.","mclaren senna Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.",de,Anime,1024x1024,True,True,,0.3162527084350586,0.2856234014034271,0.1,6.9015350341796875,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260328_181805
20260328_181959,image_generation,OpenAI,GPT-Image-1-Mini,bugatti centodieci,"bugatti centodieci Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.","bugatti centodieci Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.. Zu korrigierende Probleme: Technical validation OK. CLIP=0.285 | Aesthetic=6.60. Klare Komposition, hohe Details, starke semantische Übereinstimmung, hohe visuelle Qualität.",de,Anime,1024x1024,True,True,,0.28128474950790405,0.2856234014034271,0.1,6.689475059509277,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,1,True,exports/images/run_20260328_181959
20260328_182145,image_generation,OpenAI,GPT-Image-1-Mini,mclaren 702s in purple\blue driven in the streets of Frankfurt,"mclaren 702s in purple\blue driven in the streets of Frankfurt Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.","mclaren 702s in purple\blue driven in the streets of Frankfurt Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.",de,Anime,1024x1024,True,True,,0.3538530170917511,0.2856234014034271,0.1,8.043012619018555,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260328_182145
20260328_182502,image_generation,OpenAI,GPT-Image-1-Mini,clash royale royal ghost evolution talking to firecracker evolution,"clash royale royal ghost evolution talking to firecracker evolution Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.","clash royale royal ghost evolution talking to firecracker evolution Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.. Zu korrigierende Probleme: Technical validation OK. CLIP=0.245 | Aesthetic=7.36. Klare Komposition, hohe Details, starke semantische Übereinstimmung, hohe visuelle Qualität.",de,Anime,1024x1024,True,True,,0.25845083594322205,0.2856234014034271,0.1,7.6234846115112305,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,1,True,exports/images/run_20260328_182502
20260328_182719,image_generation,OpenAI,GPT-Image-1-Mini,boss bandit clash royale,"boss bandit clash royale Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.","boss bandit clash royale Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.. Zu korrigierende Probleme: Technical validation OK. CLIP=0.267 | Aesthetic=7.79. Klare Komposition, hohe Details, starke semantische Übereinstimmung, hohe visuelle Qualität.",de,Anime,1024x1024,True,True,,0.26571139693260193,0.2856234014034271,0.1,6.780707359313965,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,1,True,exports/images/run_20260328_182719
20260328_182949,image_generation,OpenAI,GPT-Image-1-Mini,porsche 911 gt3 rs driven in miami,"porsche 911 gt3 rs driven in miami Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.","porsche 911 gt3 rs driven in miami Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.",de,Anime,1024x1024,True,True,,0.36813294887542725,0.2856234014034271,0.1,8.377304077148438,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260328_182949
20260328_183148,image_generation,OpenAI,GPT-Image-1-Mini,koenigsegg jesko absolut in grey\orange driven in miami,"koenigsegg jesko absolut in grey\orange driven in miami Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.","koenigsegg jesko absolut in grey\orange driven in miami Anime-Stil, klare Linienführung, lebendige Farben, Studioqualität Nicht enthalten: Logo, Text, Wasserzeichen.",de,Anime,1024x1024,True,True,,0.3495623469352722,0.2856234014034271,0.1,8.867452621459961,6.084645795822144,0.1,100,2026-03-04T18:12:17Z,0,True,exports/images/run_20260328_183148
